date,avg_price,open_price,max_price,min_prie,close_price,last_price,coef,lsp,change,buys,sells,deals,number,volume,currency,ISIN
2024-04-05,3.18355648,3.184,3.21,3.166,3.184,3.19,1,3.19,0.19,3.19,3.19,515.0,41617.0,132490.07,EUR,EE3100137985
2024-04-08,3.19964439,3.19,3.216,3.19,3.19,3.204,1,3.204,0.44,3.204,3.204,586.0,37181.0,118965.978,EUR,EE3100137985
2024-04-09,3.20765201,3.2,3.21,3.198,3.204,3.21,1,3.21,0.19,3.21,3.21,453.0,71635.0,229780.152,EUR,EE3100137985
2024-04-10,3.23063527,3.21,3.244,3.21,3.21,3.244,1,3.244,1.06,3.244,3.244,476.0,39344.0,127106.114,EUR,EE3100137985
2024-04-11,3.27377978,3.25,3.32,3.244,3.244,3.25,1,3.25,0.18,3.25,3.25,556.0,45799.0,149935.84,EUR,EE3100137985
2024-04-12,3.26330582,3.258,3.276,3.25,3.25,3.27,1,3.27,0.62,3.27,3.27,580.0,42378.0,138292.374,EUR,EE3100137985
2024-04-15,3.26404217,3.27,3.274,3.25,3.27,3.26,1,3.26,-0.31,3.26,3.26,505.0,29548.0,96445.918,EUR,EE3100137985
2024-04-16,3.22469367,3.258,3.26,3.2,3.26,3.208,1,3.208,-1.6,3.208,3.208,760.0,34841.0,112351.552,EUR,EE3100137985
2024-04-17,3.21706558,3.2,3.25,3.196,3.208,3.222,1,3.222,0.44,3.222,3.222,391.0,34798.0,111947.448,EUR,EE3100137985
2024-04-18,3.20688518,3.21,3.216,3.202,3.222,3.202,1,3.202,-0.62,3.202,3.202,346.0,28358.0,90940.85,EUR,EE3100137985
2024-04-19,3.193844,3.2,3.21,3.19,3.202,3.192,1,3.192,-0.31,3.192,3.192,460.0,41961.0,134016.888,EUR,EE3100137985
2024-04-22,3.19697548,3.19,3.208,3.19,3.192,3.2,1,3.2,0.25,3.2,3.2,402.0,28878.0,92322.258,EUR,EE3100137985
2024-04-23,3.19687502,3.192,3.208,3.19,3.2,3.2,1,3.2,,3.2,3.2,377.0,30998.0,99096.732,EUR,EE3100137985
2024-04-24,3.2007522,3.2,3.204,3.194,3.2,3.202,1,3.202,0.06,3.202,3.202,325.0,19431.0,62193.816,EUR,EE3100137985
2024-04-25,3.20748507,3.2,3.216,3.2,3.202,3.21,1,3.21,0.25,3.21,3.21,340.0,41874.0,134310.23,EUR,EE3100137985
2024-04-26,3.21351822,3.21,3.218,3.206,3.21,3.216,1,3.216,0.19,3.216,3.216,231.0,13994.0,44969.974,EUR,EE3100137985
2024-04-29,3.2268278,3.218,3.24,3.218,3.216,3.228,1,3.228,0.37,3.228,3.228,347.0,32015.0,103306.892,EUR,EE3100137985
2024-04-30,3.22541696,3.226,3.24,3.216,3.228,3.22,1,3.22,-0.25,3.22,3.22,334.0,23923.0,77161.65,EUR,EE3100137985
2024-05-02,3.2416076,3.236,3.258,3.224,3.22,3.254,1,3.254,1.06,3.254,3.254,378.0,47181.0,152942.288,EUR,EE3100137985
2024-05-03,3.24662241,3.252,3.256,3.24,3.254,3.24,1,3.24,-0.43,3.24,3.24,373.0,25234.0,81925.27,EUR,EE3100137985
2024-05-06,3.23256036,3.24,3.244,3.218,3.24,3.218,1,3.218,-0.68,3.218,3.218,542.0,33250.0,107482.632,EUR,EE3100137985
2024-05-07,3.20417972,3.212,3.216,3.192,3.218,3.204,1,3.204,-0.44,3.198,3.204,668.0,37458.0,120022.164,EUR,EE3100137985
2024-05-08,3.19943036,3.2,3.206,3.194,3.204,3.2,1,3.2,-0.12,3.2,3.2,529.0,32986.0,105536.41,EUR,EE3100137985
2024-05-10,3.20851228,3.2,3.24,3.196,3.2,3.23,1,3.23,0.94,3.23,3.23,552.0,67562.0,216735.36,EUR,EE3100137985
2024-05-13,3.23108021,3.24,3.242,3.216,3.23,3.224,1,3.224,-0.19,3.224,3.224,463.0,62038.0,200449.754,EUR,EE3100137985
2024-05-14,3.21241871,3.224,3.226,3.204,3.224,3.21,1,3.21,-0.43,3.21,3.21,348.0,24007.0,77120.536,EUR,EE3100137985
2024-05-15,3.21551542,3.23,3.23,3.2,3.21,3.2,1,3.2,-0.31,3.2,3.2,568.0,44125.0,141884.618,EUR,EE3100137985
2024-05-16,3.18889983,3.2,3.21,3.16,3.2,3.16,1,3.16,-1.25,3.16,3.16,779.0,54455.0,173651.54,EUR,EE3100137985
2024-05-17,3.15862955,3.16,3.182,3.148,3.16,3.156,1,3.156,-0.13,3.156,3.156,837.0,90890.0,287087.84,EUR,EE3100137985
2024-05-20,3.14524629,3.156,3.18,3.114,3.156,3.12,1,3.12,-1.14,3.12,3.12,937.0,100559.0,316282.822,EUR,EE3100137985
2024-05-21,3.10924475,3.122,3.13,3.096,3.12,3.1,1,3.1,-0.64,3.1,3.1,888.0,67946.0,211260.744,EUR,EE3100137985
2024-05-22,3.09184887,3.1,3.104,3.08,3.1,3.084,1,3.084,-0.52,3.084,3.084,732.0,47100.0,145626.082,EUR,EE3100137985
2024-05-23,3.05359777,3.08,3.08,3.038,3.084,3.052,1,3.052,-1.04,3.052,3.052,940.0,111155.0,339422.66,EUR,EE3100137985
2024-05-24,3.05614792,3.05,3.078,3.044,3.052,3.064,1,3.064,0.39,3.064,3.064,604.0,79581.0,243211.308,EUR,EE3100137985
2024-05-27,3.05331466,3.06,3.076,3.02,3.064,3.038,1,3.038,-0.85,3.038,3.038,702.0,73152.0,223356.074,EUR,EE3100137985
2024-05-28,3.01031293,3.03,3.032,2.992,3.038,3.006,1,3.006,-1.05,3.006,3.006,1282.0,132090.0,397275.954,EUR,EE3100137985
2024-05-29,3.01195314,3.0,3.03,2.998,3.006,3.0,1,3.0,-0.2,3.0,3.0,644.0,78324.0,235908.218,EUR,EE3100137985
2024-05-30,3.00950396,3.0,3.018,3.0,3.0,3.01,1,3.01,0.33,3.01,3.01,519.0,562379.0,1692481.826,EUR,EE3100137985
2024-05-31,3.0373756,3.01,3.068,3.006,3.01,3.058,1,3.058,1.59,3.058,3.058,488.0,54436.0,165342.578,EUR,EE3100137985
2024-06-03,3.0748152,3.07,3.096,3.06,3.058,3.072,1,3.072,0.46,3.072,3.072,560.0,63484.0,195201.568,EUR,EE3100137985
2024-06-04,3.07608078,3.072,3.092,3.066,3.072,3.082,1,3.082,0.33,3.082,3.082,464.0,52635.0,161909.512,EUR,EE3100137985
2024-06-05,3.11489805,3.09,3.144,3.09,3.082,3.142,1,3.142,1.95,3.142,3.142,565.0,79120.0,246450.734,EUR,EE3100137985
2024-06-06,3.23191274,3.172,3.278,3.172,3.142,3.214,1,3.214,2.29,3.214,3.214,1291.0,229046.0,740256.686,EUR,EE3100137985
2024-06-07,3.238271,3.236,3.254,3.23,3.214,3.232,1,3.232,0.56,3.232,3.232,616.0,89802.0,290803.212,EUR,EE3100137985
2024-06-10,3.13005641,3.178,3.178,3.096,3.232,3.104,1,3.104,-3.96,3.104,3.104,1147.0,109626.0,343135.564,EUR,EE3100137985
2024-06-11,3.1118498,3.108,3.128,3.104,3.104,3.104,1,3.104,,3.104,3.104,401.0,39615.0,123275.93,EUR,EE3100137985
2024-06-12,3.08639078,3.102,3.104,3.078,3.104,3.084,1,3.084,-0.64,3.084,3.084,674.0,49967.0,154217.688,EUR,EE3100137985
2024-06-13,3.07969382,3.086,3.098,3.068,3.084,3.07,1,3.07,-0.45,3.07,3.07,524.0,35992.0,110844.34,EUR,EE3100137985
2024-06-14,3.03196116,3.06,3.064,3.02,3.07,3.03,1,3.03,-1.3,3.03,3.03,896.0,80742.0,244806.608,EUR,EE3100137985
2024-06-17,3.02096002,3.03,3.038,3.006,3.03,3.026,1,3.026,-0.13,3.026,3.026,664.0,49124.0,148401.64,EUR,EE3100137985
2024-06-18,3.01910574,3.026,3.028,3.01,3.026,3.02,1,3.02,-0.2,3.02,3.02,1570.0,91329.0,275731.908,EUR,EE3100137985
2024-06-19,3.00167956,3.02,3.03,2.984,3.02,2.986,1,2.986,-1.13,2.986,2.986,1560.0,178912.0,537036.494,EUR,EE3100137985
2024-06-20,2.99507263,2.99,3.014,2.98,2.986,3.01,1,3.01,0.8,3.01,3.01,724.0,68061.0,203847.638,EUR,EE3100137985
2024-06-21,3.06127756,3.03,3.1,3.026,3.01,3.086,1,3.086,2.52,3.086,3.086,667.0,55501.0,169903.966,EUR,EE3100137985
2024-06-25,3.08075133,3.088,3.098,3.054,3.086,3.064,1,3.064,-0.71,3.064,3.064,487.0,35758.0,110161.506,EUR,EE3100137985
2024-06-26,3.04979504,3.064,3.066,3.022,3.064,3.022,1,3.022,-1.37,3.022,3.022,482.0,29499.0,89965.904,EUR,EE3100137985
2024-06-27,3.02564889,3.018,3.05,3.01,3.022,3.05,1,3.05,0.93,3.05,3.05,466.0,39743.0,120248.364,EUR,EE3100137985
2024-06-28,3.05137151,3.04,3.06,3.032,3.05,3.054,1,3.054,0.13,3.054,3.054,339.0,25811.0,78758.95,EUR,EE3100137985
2024-07-01,3.03988909,3.05,3.06,3.022,3.054,3.04,1,3.04,-0.46,3.04,3.04,473.0,110219.0,335053.536,EUR,EE3100137985
2024-07-02,3.04141049,3.04,3.06,3.01,3.04,3.05,1,3.05,0.33,3.05,3.056,511.0,59880.0,182119.66,EUR,EE3100137985
2024-07-03,3.06022366,3.05,3.074,3.05,3.05,3.07,1,3.07,0.66,3.068,3.074,413.0,27452.0,84009.26,EUR,EE3100137985
2024-07-04,3.11350499,3.07,3.148,3.07,3.07,3.146,1,3.146,2.48,3.146,3.146,524.0,57962.0,180464.976,EUR,EE3100137985
2024-07-05,3.13960038,3.13,3.148,3.13,3.146,3.136,1,3.136,-0.32,3.136,3.136,362.0,30844.0,96837.834,EUR,EE3100137985
2024-07-08,3.14821829,3.136,3.176,3.122,3.136,3.154,1,3.154,0.57,3.154,3.154,530.0,34514.0,108657.606,EUR,EE3100137985
2024-07-09,3.14040198,3.152,3.17,3.12,3.154,3.126,1,3.126,-0.89,3.126,3.126,476.0,39082.0,122733.19,EUR,EE3100137985
2024-07-10,3.10403885,3.13,3.138,3.08,3.126,3.1,1,3.1,-0.83,3.1,3.1,491.0,54828.0,170188.242,EUR,EE3100137985
2024-07-11,3.10053166,3.1,3.11,3.094,3.1,3.1,1,3.1,,3.1,3.106,332.0,64316.0,199413.794,EUR,EE3100137985
