date,avg_price,open_price,max_price,min_prie,close_price,last_price,coef,lsp,change,buys,sells,deals,number,volume,currency,ISIN
2023-07-19,4.27776604,4.298,4.302,4.25,4.29,4.26,1,4.26,-0.7,4.26,4.26,889.0,110880.0,474318.698,EUR,EE3100137985
2023-07-20,4.20662918,4.258,4.258,4.19,4.26,4.2,1,4.2,-1.41,4.2,4.2,1325.0,133446.0,561357.838,EUR,EE3100137985
2023-07-21,4.22503566,4.2,4.254,4.2,4.2,4.25,1,4.25,1.19,4.25,4.25,520.0,36311.0,153415.27,EUR,EE3100137985
2023-07-24,4.21948302,4.252,4.26,4.194,4.25,4.2,1,4.2,-1.18,4.2,4.2,765.0,67384.0,284325.644,EUR,EE3100137985
2023-07-25,4.22061312,4.202,4.25,4.202,4.2,4.25,1,4.25,1.19,4.25,4.25,411.0,59975.0,253131.272,EUR,EE3100137985
2023-07-26,4.24408497,4.25,4.254,4.22,4.25,4.23,1,4.23,-0.47,4.23,4.23,377.0,17866.0,75824.822,EUR,EE3100137985
2023-07-27,4.22996264,4.22,4.24,4.22,4.23,4.23,1,4.23,,4.23,4.23,323.0,30463.0,128857.352,EUR,EE3100137985
2023-07-28,4.23217381,4.238,4.24,4.224,4.23,4.23,1,4.23,,4.23,4.23,289.0,22622.0,95740.236,EUR,EE3100137985
2023-07-31,4.24423919,4.23,4.266,4.23,4.23,4.266,1,4.266,0.85,4.266,4.266,393.0,27928.0,118533.112,EUR,EE3100137985
2023-08-01,4.22035952,4.266,4.288,4.2,4.266,4.218,1,4.218,-1.13,4.218,4.218,1201.0,168564.0,711400.682,EUR,EE3100137985
2023-08-02,4.19832034,4.218,4.22,4.186,4.218,4.194,1,4.194,-0.57,4.194,4.194,932.0,83531.0,350689.896,EUR,EE3100137985
2023-08-03,4.03356748,4.1,4.1,3.904,4.194,4.006,1,4.006,-4.48,4.006,4.006,2662.0,293181.0,1182565.346,EUR,EE3100137985
2023-08-04,3.94905212,3.996,3.996,3.92,4.006,3.97,1,3.97,-0.9,3.97,3.97,2018.0,295315.0,1166214.326,EUR,EE3100137985
2023-08-07,3.95945577,3.964,3.97,3.942,3.97,3.95,1,3.95,-0.5,3.95,3.95,1198.0,104287.0,412919.764,EUR,EE3100137985
2023-08-08,3.95268639,3.95,3.96,3.944,3.95,3.96,1,3.96,0.25,3.96,3.96,1049.0,132018.0,521825.752,EUR,EE3100137985
2023-08-09,3.96720352,3.964,3.98,3.958,3.96,3.976,1,3.976,0.4,3.976,3.976,724.0,88356.0,350526.234,EUR,EE3100137985
2023-08-10,3.9648489,3.984,3.99,3.946,3.976,3.952,1,3.952,-0.6,3.952,3.952,924.0,94996.0,376644.786,EUR,EE3100137985
2023-08-11,3.94357052,3.95,3.95,3.934,3.952,3.946,1,3.946,-0.15,3.946,3.946,833.0,61996.0,244485.598,EUR,EE3100137985
2023-08-14,3.95341608,3.948,3.968,3.946,3.946,3.958,1,3.958,0.3,3.958,3.958,564.0,44547.0,176112.826,EUR,EE3100137985
2023-08-15,3.96952145,3.964,3.99,3.96,3.958,3.986,1,3.986,0.71,3.986,3.986,420.0,34375.0,136452.3,EUR,EE3100137985
2023-08-16,3.98868077,3.99,3.998,3.97,3.986,3.99,1,3.99,0.1,3.99,3.99,589.0,72867.0,290643.202,EUR,EE3100137985
2023-08-17,3.9797239,3.99,3.99,3.966,3.99,3.966,1,3.966,-0.6,3.966,3.966,450.0,36023.0,143361.594,EUR,EE3100137985
2023-08-18,3.97373157,3.97,3.98,3.964,3.966,3.98,1,3.98,0.35,3.98,3.98,344.0,21063.0,83698.708,EUR,EE3100137985
2023-08-21,3.98031646,3.99,3.99,3.97,3.98,3.972,1,3.972,-0.2,3.972,3.972,633.0,34210.0,136166.626,EUR,EE3100137985
2023-08-22,3.96698721,3.974,3.976,3.96,3.972,3.966,1,3.966,-0.15,3.966,3.966,554.0,30348.0,120390.128,EUR,EE3100137985
2023-08-23,3.96906976,3.966,3.98,3.962,3.966,3.972,1,3.972,0.15,3.972,3.972,320.0,47476.0,188435.556,EUR,EE3100137985
2023-08-24,3.96678191,3.98,3.984,3.956,3.972,3.958,1,3.958,-0.35,3.958,3.958,407.0,43752.0,173554.642,EUR,EE3100137985
2023-08-25,3.95388036,3.958,3.962,3.95,3.958,3.952,1,3.952,-0.15,3.952,3.952,589.0,50132.0,198215.93,EUR,EE3100137985
2023-08-28,3.94974208,3.952,3.956,3.944,3.952,3.948,1,3.948,-0.1,3.948,3.948,612.0,35081.0,138560.902,EUR,EE3100137985
2023-08-29,3.95336697,3.948,3.96,3.946,3.948,3.954,1,3.954,0.15,3.954,3.954,365.0,24280.0,95987.75,EUR,EE3100137985
2023-08-30,3.96058002,3.96,3.966,3.956,3.954,3.96,1,3.96,0.15,3.96,3.96,279.0,27551.0,109117.94,EUR,EE3100137985
2023-08-31,3.92918459,3.964,3.964,3.9,3.96,3.9,1,3.9,-1.52,3.9,3.9,723.0,71419.0,280618.434,EUR,EE3100137985
2023-09-01,3.95577964,3.94,3.978,3.93,3.9,3.974,1,3.974,1.9,3.974,3.974,667.0,73325.0,290057.542,EUR,EE3100137985
2023-09-04,4.00531401,3.98,4.036,3.98,3.974,4.036,1,4.036,1.56,4.036,4.036,627.0,57214.0,229160.036,EUR,EE3100137985
2023-09-05,4.05788905,4.038,4.088,4.038,4.036,4.088,1,4.088,1.29,4.088,4.088,624.0,70015.0,284113.102,EUR,EE3100137985
2023-09-06,4.1606377,4.1,4.19,4.1,4.088,4.19,1,4.19,2.5,4.19,4.19,896.0,61788.0,257077.482,EUR,EE3100137985
2023-09-07,4.16783678,4.2,4.216,4.15,4.19,4.16,1,4.16,-0.72,4.16,4.16,630.0,95810.0,399320.442,EUR,EE3100137985
2023-09-08,4.1640627,4.17,4.18,4.142,4.16,4.16,1,4.16,,4.16,4.16,559.0,54578.0,227266.214,EUR,EE3100137985
2023-09-11,4.14939718,4.17,4.18,4.114,4.16,4.12,1,4.12,-0.96,4.12,4.12,659.0,40410.0,167677.14,EUR,EE3100137985
2023-09-12,4.08735253,4.12,4.12,4.05,4.12,4.058,1,4.058,-1.5,4.058,4.058,851.0,49377.0,201821.206,EUR,EE3100137985
2023-09-13,4.02979287,4.058,4.068,4.0,4.058,4.02,1,4.02,-0.94,4.02,4.02,585.0,66105.0,266389.458,EUR,EE3100137985
2023-09-14,4.03118477,4.02,4.076,4.004,4.02,4.064,1,4.064,1.09,4.064,4.064,513.0,52829.0,212963.46,EUR,EE3100137985
2023-09-15,4.09508298,4.07,4.13,4.07,4.064,4.094,1,4.094,0.74,4.094,4.094,416.0,37260.0,152582.792,EUR,EE3100137985
2023-09-18,4.06446546,4.09,4.092,4.04,4.094,4.054,1,4.054,-0.98,4.054,4.054,600.0,54742.0,222496.968,EUR,EE3100137985
2023-09-19,4.04419635,4.05,4.054,4.032,4.054,4.046,1,4.046,-0.2,4.046,4.046,347.0,26881.0,108712.042,EUR,EE3100137985
2023-09-20,4.02174719,4.036,4.046,4.01,4.046,4.016,1,4.016,-0.74,4.016,4.016,389.0,31985.0,128635.584,EUR,EE3100137985
2023-09-21,3.99929714,4.014,4.02,3.968,4.016,3.994,1,3.994,-0.55,3.994,3.994,774.0,106565.0,426185.1,EUR,EE3100137985
2023-09-22,3.98638143,3.97,4.01,3.966,3.994,3.99,1,3.99,-0.1,3.99,3.99,480.0,55764.0,222296.574,EUR,EE3100137985
2023-09-25,3.97523187,3.972,3.986,3.97,3.99,3.974,1,3.974,-0.4,3.974,3.974,447.0,45901.0,182467.118,EUR,EE3100137985
2023-09-26,3.98401548,3.992,3.996,3.974,3.974,3.98,1,3.98,0.15,3.98,3.98,522.0,66003.0,262956.974,EUR,EE3100137985
2023-09-27,4.02685727,3.98,4.096,3.98,3.98,4.072,1,4.072,2.31,4.072,4.072,598.0,122785.0,494437.67,EUR,EE3100137985
2023-09-28,4.0406838,4.07,4.09,4.01,4.072,4.018,1,4.018,-1.33,4.018,4.018,386.0,39690.0,160374.74,EUR,EE3100137985
2023-09-29,4.00641257,4.016,4.03,3.992,4.018,4.018,1,4.018,,4.018,4.018,422.0,50329.0,201638.738,EUR,EE3100137985
2023-10-02,4.02300749,4.022,4.04,4.018,4.018,4.02,1,4.02,0.05,4.02,4.02,378.0,18960.0,76276.222,EUR,EE3100137985
2023-10-03,4.00078254,4.018,4.02,3.99,4.02,3.998,1,3.998,-0.55,3.998,3.998,527.0,35331.0,141351.648,EUR,EE3100137985
2023-10-04,3.99907479,3.998,4.02,3.996,3.998,4.0,1,4.0,0.05,4.0,4.0,300.0,29120.0,116453.058,EUR,EE3100137985
2023-10-05,3.97194469,4.018,4.018,3.952,4.0,3.968,1,3.968,-0.8,3.968,3.968,795.0,75789.0,301029.716,EUR,EE3100137985
2023-10-06,3.95083779,3.962,3.97,3.91,3.968,3.934,1,3.934,-0.86,3.934,3.934,863.0,60161.0,237686.352,EUR,EE3100137985
2023-10-09,3.94273809,3.946,3.976,3.924,3.934,3.94,1,3.94,0.15,3.94,3.94,659.0,54549.0,215072.42,EUR,EE3100137985
2023-10-10,3.92230659,3.942,3.942,3.91,3.94,3.912,1,3.912,-0.71,3.912,3.912,658.0,56329.0,220939.608,EUR,EE3100137985
2023-10-11,3.91488301,3.92,3.924,3.902,3.912,3.906,1,3.906,-0.15,3.906,3.906,532.0,38935.0,152425.97,EUR,EE3100137985
2023-10-12,3.93961338,3.92,3.968,3.92,3.906,3.96,1,3.96,1.38,3.96,3.96,515.0,80990.0,319069.288,EUR,EE3100137985
2023-10-13,3.95584412,3.96,3.97,3.95,3.96,3.952,1,3.952,-0.2,3.952,3.952,303.0,20080.0,79433.35,EUR,EE3100137985
2023-10-16,3.93320169,3.95,3.954,3.916,3.952,3.92,1,3.92,-0.81,3.92,3.92,559.0,39263.0,154429.298,EUR,EE3100137985
2023-10-17,3.92336297,3.92,3.932,3.92,3.92,3.924,1,3.924,0.1,3.924,3.924,407.0,22809.0,89487.986,EUR,EE3100137985
2023-10-18,3.91975745,3.92,3.926,3.91,3.924,3.92,1,3.92,-0.1,3.92,3.92,421.0,16500.0,64675.998,EUR,EE3100137985
2023-10-19,3.90406332,3.922,3.922,3.894,3.92,3.9,1,3.9,-0.51,3.9,3.9,909.0,56000.0,218627.546,EUR,EE3100137985
2023-10-20,3.86813143,3.898,3.898,3.85,3.9,3.858,1,3.858,-1.08,3.858,3.858,832.0,66380.0,256766.564,EUR,EE3100137985
2023-10-23,3.84544145,3.86,3.868,3.824,3.858,3.824,1,3.824,-0.88,3.824,3.824,777.0,46488.0,178766.882,EUR,EE3100137985
2023-10-24,3.83897065,3.826,3.86,3.82,3.824,3.846,1,3.846,0.58,3.846,3.846,504.0,43004.0,165091.094,EUR,EE3100137985
2023-10-25,3.84730099,3.85,3.86,3.838,3.846,3.85,1,3.85,0.1,3.85,3.85,396.0,40174.0,154561.47,EUR,EE3100137985
2023-10-26,3.8413451,3.85,3.85,3.83,3.85,3.846,1,3.846,-0.1,3.846,3.846,298.0,16879.0,64838.064,EUR,EE3100137985
2023-10-27,3.8361139,3.84,3.842,3.83,3.846,3.842,1,3.842,-0.1,3.842,3.842,390.0,23758.0,91138.394,EUR,EE3100137985
2023-10-30,3.82981642,3.836,3.84,3.816,3.842,3.824,1,3.824,-0.47,3.824,3.824,635.0,37357.0,143070.452,EUR,EE3100137985
2023-10-31,3.80316092,3.82,3.822,3.794,3.824,3.798,1,3.798,-0.68,3.798,3.798,834.0,46873.0,178265.562,EUR,EE3100137985
2023-11-01,3.71411126,3.7,3.75,3.65,3.798,3.716,1,3.716,-2.16,3.716,3.716,1052.0,102318.0,380020.436,EUR,EE3100137985
2023-11-02,3.63688413,3.654,3.694,3.61,3.716,3.668,1,3.668,-1.29,3.668,3.668,1257.0,162427.0,590728.178,EUR,EE3100137985
2023-11-03,3.62052346,3.624,3.644,3.61,3.668,3.622,1,3.622,-1.25,3.622,3.622,1162.0,118205.0,427963.976,EUR,EE3100137985
2023-11-06,3.71970954,3.62,3.764,3.61,3.622,3.74,1,3.74,3.26,3.74,3.74,809.0,114637.0,426416.343,EUR,EE3100137985
2023-11-07,3.73948889,3.75,3.766,3.71,3.74,3.714,1,3.714,-0.7,3.714,3.714,696.0,66850.0,249984.832,EUR,EE3100137985
2023-11-08,3.69788911,3.712,3.712,3.662,3.714,3.668,1,3.668,-1.24,3.668,3.668,784.0,58148.0,215024.856,EUR,EE3100137985
2023-11-09,3.69291164,3.668,3.71,3.668,3.668,3.706,1,3.706,1.04,3.706,3.706,446.0,29222.0,107914.264,EUR,EE3100137985
2023-11-10,3.70770784,3.7,3.742,3.692,3.706,3.694,1,3.694,-0.32,3.694,3.694,571.0,52793.0,195741.02,EUR,EE3100137985
2023-11-13,3.67183605,3.694,3.694,3.654,3.694,3.654,1,3.654,-1.08,3.654,3.654,739.0,36328.0,133390.46,EUR,EE3100137985
2023-11-14,3.65209218,3.654,3.67,3.64,3.654,3.65,1,3.65,-0.11,3.65,3.65,732.0,47666.0,174080.626,EUR,EE3100137985
2023-11-15,3.62527931,3.65,3.67,3.59,3.65,3.6,1,3.6,-1.37,3.6,3.6,1085.0,112664.0,408438.468,EUR,EE3100137985
2023-11-16,3.59534385,3.604,3.618,3.58,3.6,3.586,1,3.586,-0.39,3.586,3.586,748.0,68942.0,247870.196,EUR,EE3100137985
2023-11-17,3.54616314,3.58,3.58,3.524,3.586,3.546,1,3.546,-1.12,3.546,3.546,1180.0,100747.0,357265.298,EUR,EE3100137985
2023-11-20,3.50858056,3.546,3.546,3.49,3.546,3.498,1,3.498,-1.35,3.498,3.498,1253.0,105864.0,371432.372,EUR,EE3100137985
2023-11-21,3.45403725,3.494,3.496,3.422,3.498,3.422,1,3.422,-2.17,3.422,3.422,1604.0,161604.0,558186.236,EUR,EE3100137985
2023-11-22,3.42803683,3.422,3.44,3.42,3.422,3.428,1,3.428,0.18,3.428,3.428,898.0,89810.0,307871.988,EUR,EE3100137985
2023-11-23,3.44628519,3.428,3.466,3.426,3.428,3.458,1,3.458,0.88,3.458,3.458,702.0,108139.0,372677.834,EUR,EE3100137985
2023-11-24,3.49400894,3.464,3.544,3.46,3.458,3.524,1,3.524,1.91,3.524,3.524,806.0,173475.0,604797.202,EUR,EE3100137985
2023-11-27,3.54679838,3.55,3.57,3.532,3.524,3.532,1,3.532,0.23,3.532,3.532,772.0,64598.0,229116.082,EUR,EE3100137985
2023-11-28,3.5135138,3.526,3.526,3.5,3.532,3.514,1,3.514,-0.51,3.514,3.514,670.0,49502.0,173925.96,EUR,EE3100137985
2023-11-29,3.51400197,3.514,3.52,3.508,3.514,3.514,1,3.514,,3.514,3.514,615.0,32428.0,113952.056,EUR,EE3100137985
2023-11-30,3.49631651,3.514,3.544,3.48,3.514,3.48,1,3.48,-0.97,3.48,3.48,828.0,224260.0,784083.94,EUR,EE3100137985
2023-12-01,3.49787622,3.48,3.514,3.48,3.48,3.514,1,3.514,0.98,3.514,3.514,523.0,43948.0,153724.664,EUR,EE3100137985
2023-12-04,3.49364955,3.5,3.508,3.484,3.514,3.49,1,3.49,-0.68,3.49,3.49,680.0,54849.0,191623.184,EUR,EE3100137985
2023-12-05,3.4833173,3.492,3.496,3.474,3.49,3.48,1,3.48,-0.29,3.48,3.48,692.0,41163.0,143383.79,EUR,EE3100137985
2023-12-06,3.48386596,3.482,3.49,3.472,3.48,3.486,1,3.486,0.17,3.486,3.486,644.0,45866.0,159790.996,EUR,EE3100137985
2023-12-07,3.48125214,3.486,3.49,3.474,3.486,3.48,1,3.48,-0.17,3.48,3.48,637.0,77009.0,268087.746,EUR,EE3100137985
2023-12-08,3.48680177,3.48,3.514,3.47,3.48,3.512,1,3.512,0.92,3.512,3.512,698.0,85381.0,297706.622,EUR,EE3100137985
2023-12-11,3.573937,3.516,3.634,3.516,3.512,3.632,1,3.632,3.42,3.632,3.632,872.0,83592.0,298752.542,EUR,EE3100137985
2023-12-12,3.66221632,3.64,3.688,3.636,3.632,3.66,1,3.66,0.77,3.66,3.66,724.0,97891.0,358498.018,EUR,EE3100137985
2023-12-13,3.64423204,3.668,3.668,3.62,3.66,3.648,1,3.648,-0.33,3.648,3.648,465.0,51275.0,186857.998,EUR,EE3100137985
2023-12-14,3.65887885,3.648,3.68,3.648,3.648,3.656,1,3.656,0.22,3.65,3.656,511.0,71359.0,261093.936,EUR,EE3100137985
2023-12-15,3.64491491,3.658,3.68,3.612,3.656,3.618,1,3.618,-1.04,3.618,3.618,624.0,83230.0,303366.268,EUR,EE3100137985
2023-12-18,3.59455016,3.606,3.61,3.582,3.618,3.596,1,3.596,-0.61,3.596,3.596,549.0,63476.0,228167.666,EUR,EE3100137985
2023-12-19,3.59040739,3.596,3.61,3.572,3.596,3.58,1,3.58,-0.44,3.58,3.58,522.0,50683.0,181972.618,EUR,EE3100137985
2023-12-20,3.56077112,3.552,3.572,3.552,3.58,3.552,1,3.552,-0.78,3.552,3.552,561.0,49769.0,177216.018,EUR,EE3100137985
2023-12-21,3.53474549,3.548,3.564,3.508,3.552,3.52,1,3.52,-0.9,3.52,3.52,763.0,55429.0,195927.408,EUR,EE3100137985
2023-12-22,3.49785076,3.514,3.518,3.486,3.52,3.502,1,3.502,-0.51,3.502,3.502,672.0,67207.0,235080.056,EUR,EE3100137985
2023-12-27,3.51044941,3.504,3.524,3.502,3.502,3.506,1,3.506,0.11,3.506,3.506,456.0,37801.0,132698.498,EUR,EE3100137985
2023-12-28,3.53020367,3.51,3.56,3.508,3.506,3.54,1,3.54,0.97,3.54,3.54,507.0,48165.0,170032.26,EUR,EE3100137985
2023-12-29,3.55639799,3.55,3.568,3.55,3.54,3.556,1,3.556,0.45,3.556,3.556,468.0,24920.0,88625.438,EUR,EE3100137985
2024-01-02,3.55545146,3.558,3.574,3.542,3.556,3.55,1,3.55,-0.17,3.55,3.55,565.0,31615.0,112405.598,EUR,EE3100137985
2024-01-03,3.56759653,3.546,3.62,3.542,3.55,3.602,1,3.602,1.46,3.602,3.602,628.0,49040.0,174954.934,EUR,EE3100137985
2024-01-04,3.66379498,3.62,3.678,3.614,3.602,3.678,1,3.678,2.11,3.678,3.678,643.0,67983.0,249075.774,EUR,EE3100137985
2024-01-05,3.68283668,3.68,3.698,3.67,3.678,3.684,1,3.684,0.16,3.684,3.684,570.0,43027.0,158461.414,EUR,EE3100137985
2024-01-08,3.68483911,3.69,3.696,3.67,3.684,3.67,1,3.67,-0.38,3.67,3.67,562.0,29405.0,108352.694,EUR,EE3100137985
2024-01-09,3.7005877,3.7,3.71,3.688,3.67,3.704,1,3.704,0.93,3.704,3.704,484.0,39030.0,144433.938,EUR,EE3100137985
2024-01-10,3.69075197,3.704,3.704,3.68,3.704,3.688,1,3.688,-0.43,3.688,3.688,449.0,15506.0,57228.8,EUR,EE3100137985
2024-01-11,3.7122594,3.698,3.736,3.692,3.688,3.722,1,3.722,0.92,3.722,3.722,462.0,37078.0,137643.154,EUR,EE3100137985
2024-01-12,3.74424902,3.726,3.784,3.722,3.722,3.778,1,3.778,1.5,3.778,3.778,607.0,51698.0,193570.186,EUR,EE3100137985
2024-01-15,3.77424453,3.78,3.796,3.744,3.778,3.748,1,3.748,-0.79,3.748,3.748,649.0,68862.0,259902.027,EUR,EE3100137985
2024-01-16,3.75920738,3.752,3.778,3.75,3.748,3.76,1,3.76,0.32,3.76,3.76,390.0,32447.0,121975.002,EUR,EE3100137985
2024-01-17,3.73952369,3.76,3.76,3.718,3.76,3.726,1,3.726,-0.9,3.726,3.726,584.0,43955.0,164370.764,EUR,EE3100137985
2024-01-18,3.71496067,3.724,3.724,3.706,3.726,3.716,1,3.716,-0.27,3.714,3.716,431.0,45972.0,170784.172,EUR,EE3100137985
2024-01-19,3.71013055,3.714,3.718,3.702,3.716,3.702,1,3.702,-0.38,3.702,3.702,333.0,20988.0,77868.22,EUR,EE3100137985
2024-01-22,3.64897027,3.7,3.704,3.628,3.702,3.65,1,3.65,-1.4,3.65,3.65,796.0,131153.0,478573.398,EUR,EE3100137985
2024-01-23,3.61837463,3.64,3.65,3.6,3.65,3.604,1,3.604,-1.26,3.604,3.604,634.0,45730.0,165468.272,EUR,EE3100137985
2024-01-24,3.58419079,3.602,3.62,3.566,3.604,3.572,1,3.572,-0.89,3.572,3.572,556.0,40087.0,143679.456,EUR,EE3100137985
2024-01-25,3.54821504,3.572,3.576,3.5,3.572,3.564,1,3.564,-0.22,3.564,3.564,651.0,54028.0,191702.962,EUR,EE3100137985
2024-01-26,3.54073139,3.532,3.558,3.53,3.564,3.544,1,3.544,-0.56,3.544,3.544,528.0,33550.0,118791.538,EUR,EE3100137985
2024-01-29,3.52422238,3.53,3.536,3.514,3.544,3.514,1,3.514,-0.85,3.514,3.514,797.0,53520.0,188616.382,EUR,EE3100137985
2024-01-30,3.51564784,3.51,3.524,3.51,3.514,3.52,1,3.52,0.17,3.52,3.52,514.0,45497.0,159951.43,EUR,EE3100137985
2024-01-31,3.51793298,3.524,3.524,3.514,3.52,3.518,1,3.518,-0.06,3.518,3.518,476.0,24531.0,86298.414,EUR,EE3100137985
2024-02-01,3.52464474,3.512,3.558,3.512,3.518,3.548,1,3.548,0.85,3.548,3.548,502.0,33815.0,119185.862,EUR,EE3100137985
2024-02-02,3.53120955,3.546,3.546,3.524,3.548,3.528,1,3.528,-0.56,3.528,3.528,495.0,41776.0,147519.81,EUR,EE3100137985
2024-02-05,3.52995561,3.53,3.55,3.518,3.528,3.518,1,3.518,-0.28,3.518,3.518,745.0,54653.0,192922.664,EUR,EE3100137985
2024-02-06,3.5520452,3.526,3.58,3.524,3.518,3.58,1,3.58,1.76,3.58,3.58,540.0,44560.0,158279.134,EUR,EE3100137985
2024-02-07,3.57334088,3.6,3.616,3.53,3.58,3.538,1,3.538,-1.17,3.538,3.538,890.0,58860.0,210326.844,EUR,EE3100137985
2024-02-08,3.53553066,3.532,3.54,3.53,3.538,3.534,1,3.534,-0.11,3.534,3.534,450.0,35603.0,125875.498,EUR,EE3100137985
2024-02-09,3.53099689,3.534,3.536,3.526,3.534,3.534,1,3.534,,3.534,3.534,530.0,27297.0,96385.622,EUR,EE3100137985
2024-02-12,3.5472989,3.534,3.56,3.534,3.534,3.544,1,3.544,0.28,3.544,3.544,493.0,41241.0,146294.154,EUR,EE3100137985
2024-02-13,3.53409584,3.544,3.546,3.524,3.544,3.526,1,3.526,-0.51,3.526,3.526,529.0,30949.0,109376.732,EUR,EE3100137985
2024-02-14,3.52558864,3.522,3.534,3.52,3.526,3.528,1,3.528,0.06,3.528,3.528,453.0,22613.0,79724.136,EUR,EE3100137985
2024-02-15,3.532267,3.532,3.544,3.522,3.528,3.524,1,3.524,-0.11,3.524,3.524,440.0,30030.0,106073.978,EUR,EE3100137985
2024-02-16,3.52108125,3.52,3.526,3.516,3.524,3.524,1,3.524,,3.524,3.524,437.0,20763.0,73108.21,EUR,EE3100137985
2024-02-19,3.51197684,3.524,3.53,3.5,3.524,3.506,1,3.506,-0.51,3.506,3.506,795.0,45249.0,158913.44,EUR,EE3100137985
2024-02-20,3.49878759,3.5,3.504,3.492,3.506,3.498,1,3.498,-0.23,3.498,3.498,621.0,41745.0,146056.888,EUR,EE3100137985
2024-02-21,3.48261879,3.494,3.494,3.47,3.498,3.472,1,3.472,-0.74,3.472,3.472,767.0,31122.0,108386.062,EUR,EE3100137985
2024-02-22,3.48577098,3.472,3.5,3.472,3.472,3.49,1,3.49,0.52,3.49,3.49,340.0,42145.0,146907.818,EUR,EE3100137985
2024-02-23,3.48139685,3.494,3.496,3.474,3.49,3.482,1,3.482,-0.23,3.482,3.482,410.0,36223.0,126106.638,EUR,EE3100137985
2024-02-26,3.48702958,3.482,3.5,3.48,3.482,3.484,1,3.484,0.06,3.484,3.484,614.0,51586.0,179881.908,EUR,EE3100137985
2024-02-27,3.4814506,3.482,3.484,3.476,3.484,3.476,1,3.476,-0.23,3.476,3.476,367.0,35064.0,122073.584,EUR,EE3100137985
2024-02-28,3.48147729,3.474,3.484,3.474,3.476,3.484,1,3.484,0.23,3.484,3.484,356.0,35729.0,124389.702,EUR,EE3100137985
2024-02-29,3.3777276,3.47,3.47,3.302,3.484,3.322,1,3.322,-4.65,3.322,3.322,1912.0,162910.0,550265.604,EUR,EE3100137985
2024-03-01,3.26666816,3.3,3.3,3.25,3.322,3.258,1,3.258,-1.93,3.258,3.258,1623.0,120596.0,393947.114,EUR,EE3100137985
2024-03-04,3.26116136,3.258,3.304,3.232,3.258,3.3,1,3.3,1.29,3.3,3.3,1069.0,98245.0,320392.798,EUR,EE3100137985
2024-03-05,3.3492768,3.314,3.398,3.306,3.3,3.396,1,3.396,2.91,3.396,3.396,681.0,98224.0,328979.364,EUR,EE3100137985
2024-03-06,3.42337103,3.43,3.47,3.396,3.396,3.41,1,3.41,0.41,3.41,3.41,766.0,67812.0,232145.636,EUR,EE3100137985
2024-03-07,3.37736403,3.416,3.418,3.346,3.41,3.346,1,3.346,-1.88,3.346,3.346,603.0,38640.0,130501.346,EUR,EE3100137985
2024-03-08,3.33861846,3.34,3.358,3.32,3.346,3.34,1,3.34,-0.18,3.34,3.34,466.0,36665.0,122410.446,EUR,EE3100137985
2024-03-11,3.33869246,3.344,3.366,3.322,3.34,3.324,1,3.324,-0.48,3.324,3.324,618.0,30864.0,103045.404,EUR,EE3100137985
2024-03-12,3.32402552,3.324,3.33,3.32,3.324,3.324,1,3.324,,3.324,3.324,382.0,22261.0,73996.132,EUR,EE3100137985
2024-03-13,3.30756671,3.324,3.326,3.286,3.324,3.3,1,3.3,-0.72,3.3,3.3,727.0,40869.0,135176.944,EUR,EE3100137985
2024-03-14,3.28433184,3.29,3.294,3.28,3.3,3.284,1,3.284,-0.48,3.284,3.284,635.0,46516.0,152773.98,EUR,EE3100137985
2024-03-15,3.27743844,3.284,3.284,3.27,3.284,3.278,1,3.278,-0.18,3.278,3.278,686.0,48522.0,159027.868,EUR,EE3100137985
2024-03-18,3.30001228,3.298,3.324,3.288,3.278,3.288,1,3.288,0.31,3.288,3.288,479.0,43503.0,143560.434,EUR,EE3100137985
2024-03-19,3.28176078,3.288,3.296,3.27,3.288,3.274,1,3.274,-0.43,3.274,3.274,501.0,30499.0,100090.422,EUR,EE3100137985
2024-03-20,3.27404687,3.284,3.288,3.256,3.274,3.268,1,3.268,-0.18,3.268,3.268,517.0,39128.0,128106.906,EUR,EE3100137985
2024-03-21,3.26203865,3.268,3.298,3.25,3.268,3.278,1,3.278,0.31,3.278,3.278,483.0,44397.0,144824.73,EUR,EE3100137985
2024-03-22,3.22635401,3.274,3.276,3.202,3.278,3.214,1,3.214,-1.95,3.214,3.214,1288.0,87426.0,282067.226,EUR,EE3100137985
2024-03-25,3.1878735,3.206,3.222,3.154,3.214,3.158,1,3.158,-1.74,3.158,3.158,1243.0,82990.0,264561.622,EUR,EE3100137985
2024-03-26,3.16309364,3.154,3.2,3.15,3.158,3.156,1,3.156,-0.06,3.156,3.156,832.0,92407.0,292291.994,EUR,EE3100137985
2024-03-27,3.15135393,3.158,3.16,3.134,3.156,3.142,1,3.142,-0.44,3.142,3.142,714.0,49710.0,156653.804,EUR,EE3100137985
2024-03-28,3.15058587,3.142,3.166,3.14,3.142,3.14,1,3.14,-0.06,3.14,3.14,583.0,53432.0,168342.104,EUR,EE3100137985
2024-04-02,3.16167116,3.14,3.222,3.14,3.14,3.206,1,3.206,2.1,3.206,3.206,767.0,75514.0,238750.436,EUR,EE3100137985
2024-04-03,3.21939561,3.25,3.25,3.2,3.206,3.2,1,3.2,-0.19,3.2,3.2,577.0,62542.0,201347.44,EUR,EE3100137985
2024-04-04,3.19866632,3.2,3.218,3.184,3.2,3.184,1,3.184,-0.5,3.184,3.184,392.0,26603.0,85094.12,EUR,EE3100137985
