station_name,station_id
CHAPLEAU,716420-99999
NAIN,716650-99999
BUCTOUCHE CDA CS,716660-99999
FREDERICKTON CDA CS,716680-99999
PEKISKO,716690-99999
KOUCHIBOUGUAC CS,716700-99999
KENTVILLE CDA,716710-99999
PETERBOROUGH TRENT U,716720-99999
OOTSA LAKESKINS LAKE,716790-99999
LINDBURG LANDING  NWT,716820-99999
TRAIL VALLEY  NWT,716830-99999
WHISTLER-NESTERS,716870-99999
CALLAGHAN VALLEY,716880-99999
BEATRICE CLIMATE,716940-99999
LANSDOWNE HOUSE LWIS,716971-99999
POINT LEPREAU CS,716990-99999
GAGETOWN  (CAN-MIL),717010-99999
SUMMERSIDE,717020-99999
GREATER MONCTON INTL,717050-99999
CHARLOTTETOWN,717060-99999
SYDNEY A,717070-99999
QUEBEC JEAN LESAGE INTL,717080-99999
ILES DE LA MADELEINE A,717090-99999
CHARLO,717110-99999
ST ANICET 1  QUE,717120-99999
LA POCATIERE  QUE,717130-99999
RIVIERE DU LOUP  QUE,717150-99999
MIRAMICHI A,717170-99999
MISCOU ISLAND (AUT),717190-99999
MANIWAKI AIRPORT,717210-99999
MANIWAKI UA,717220-99999
NICOLET  QUE,717230-99999
TROIS RIVIERES  QUE,717240-99999
VAL D OR,717250-99999
ROUYN NORANDA,717255-99999
PARENT  QUE,717260-99999
BAGOTVILLE,717270-99999
ROBERVAL A,717280-99999
SUDBURY,717300-99999
NORTH BAY,717310-99999
BARRAGE TEMISCAMINGUE,717320-99999
ELLIOT LAKE MUNI,717334-99999
ROUYN  QUE,717340-99999
EARLTON,717350-99999
CHAPLEAU ARPT(SAWR),717374-99999
WAWA,717380-99999
TIMMINS VICTOR POWER A,717390-99999
GANDER AIRPORT CS,717420-99999
RIVIERE AUX FEUILLES,717430-99999
SARNIA CLIMATE,717460-99999
ATIKOKAN (AUT)  ONT,717470-99999
GIMLI CLIMATE,717480-99999
THUNDER BAY A,717490-99999
TERRACE BAY AIRPORT,717493-99999
PUKASKWA,717500-54802
WELCOME ISLAND (AUT),717510-99999
WELLAND PELHAM,717520-99999
UPPER STEWIACKE RCS,717530-99999
NORTH BATTLEFORD RCS,717540-99999
MUSKRAT DAM  A,717550-99999
TOBERMORY RCS,717670-99999
SUMMERLAND CS  BC,717680-99999
BALLENAS ISLAND  BC,717690-99999
CRESTON CAMPBELL SCIENTIFIC,717700-99999
CUMSHEWA ISLAND  BC,717710-99999
ENTRANCE ISLAND CS  BC,717720-99999
MALAHAT  BC,717740-99999
PITT MEADOWS CAMPBELL SCIENTI,717750-99999
NELSON  BC,717760-99999
PEMBERTON AIRPORT  BC,717770-99999
RACE ROCKS CAMPBELL SCIENTIFI,717780-99999
SHERINGHAM POINT  BC,717800-99999
SISTERS ISLAND  BC,717810-99999
SPARWOOD CS  BC,717820-99999
VICTORIA UNIVERSITY CS,717830-99999
WEST VANCOUVER (AUT),717840-99999
WHITE ROCK CAMPBELL SCIENTIFI,717850-99999
YOHO PARK  BC,717860-99999
GRASSY LAKE,717880-99999
CAPE RACE (AUT)  NFLD,718000-99999
ST PIERRE,718050-99999
ARGENTIA (AUT),718070-99999
PORT MENIER  QUE,718100-99999
NEMISCAU ARPT(SAWR),718113-99999
NATASHQUAN A,718130-99999
CHEVERY  QUE,718140-99999
STEPHENVILLE A,718150-99999
MARYS HARBOUR,718170-99999
CARTWRIGHT,718180-99999
KINGSTON CLIMATE,718200-99999
MATAGAMI A,718210-99999
CHAPAIS,718220-99999
CHAPAIS  QUE,718240-99999
WABUSH,718250-99999
LA GRANDE RIVIERE,718270-99999
LA GRANDE III(SAWR),718275-99999
SCHEFFERVILLE A,718280-99999
BAIE COMEAU  QUE,718290-99999
KAPUSKASING,718310-99999
NAGAGAMI (AUT)  ONT,718320-99999
GERALDTON GREENSTONE REGIONAL,718340-99999
PICKLE LAKE (AUT),718350-99999
MOOSONEE AWOS,718360-99999
ST MARY RESEVOIR,718370-99999
DEERWOOD RCS  MAN,718400-99999
SIOUX LOOKOUT AIRPORT,718420-99999
DRYDEN RGNL,718425-99999
CHESTERFIELD INLET,718429-99999
KANGIQSUJUAQ,718431-99999
AKULIVIK,718432-99999
AUPALUKA,718433-99999
LUTSEL KE,718434-99999
KANGIKSUALUJJUAQ,718435-99999
DE WEMINDJI,718436-99999
SALLUIT,718442-99999
EASTMAIN RIVER,718443-99999
TRAVERS AGCM,718480-99999
KENORA A,718500-99999
SOUTHPORT,718510-99999
WINNIPEG INTL,718520-99999
RED LAKE,718540-99999
DAUPHIN AIRPORT,718550-99999
FLIN FLON,718575-99999
GRAND RAPIDS (AUT),718580-99999
BROADVIEW  SASK,718610-99999
ESTEVAN A,718620-99999
REGINA INTL,718630-99999
MOOSE JAW AIR VICE MARSHAL C,718640-99999
WYNYARD (AUT)  SASK,718650-99999
THE PAS AIRPORT,718670-99999
PRINCE ALBERT GLASS FIELD,718690-99999
LLOYDMINSTER,718710-99999
CORONATION (AUT),718735-99999
PINCHER CREEK,718750-99999
RED DEER REGIONAL,718780-99999
EDMONTON CITY CENTRE,718790-99999
SPARWOOD / ELK VALLEY,718794-99999
CRANBROOK A,718800-99999
EDSON,718810-99999
REVELSTOKE A,718820-99999
BLUE RIVER CS,718834-99999
PRINCETON,718864-99999
KAMLOOPS,718870-99999
VIKING AGCM,718880-99999
PENTICTON,718890-99999
NANAIMO,718900-99999
HOPE SLIDE,718915-99999
COMOX,718930-99999
CAMPBELL RIVER,718936-99999
ESTEVAN POINT CS  BC,718940-99999
WETASKIWIN AGCM,718950-99999
WASKAGANISH AIRPORT,718964-99999
PRINCE RUPERT,718980-99999
LANGARA,718990-25343
HOPEDALE (AUT)  NFLD,719000-99999
BORDER (AUT),719010-99999
NAIN AIRPORT,719020-99999
QUAQTAQ,719035-99999
WIMBORBE AGCM,719040-99999
KANGIRSUK A,719043-99999
UMIUJAQ,719053-99999
KUUJJUAQ A,719060-99999
TASIUJAQ A,719064-99999
IVUJIVIK,719074-99999
PUVIRNITUQ,719077-99999
IQALUIT,719090-99999
KIMMIRUT A NWT,719094-99999
SANIKILUAQ AIRPORT,719104-99999
SHEPHERD BAY A,719110-99999
GILLAM AIRPORT,719120-99999
CHURCHILL A UA  MAN,719130-99999
SATURNA / CAPMON CS,719140-99999
TALOYOAK,719145-99999
CORAL HARBOUR,719150-99999
THOMSEN RIVER,719160-99999
EUREKA,719170-99999
CAM FOUR,719180-99999
KUGAARUK,719194-99999
BACCARO PT,719200-99999
LA RONGE,719220-99999
RESOLUTE BAY,719240-99999
GRISE FIORD AIRPORT,719246-99999
CAMBRIDGE BAY UA,719250-99999
ARVIAT,719264-99999
ROCKY MOUNTAIN HOUSE,719284-99999
WHITECOURT A,719300-99999
HAY RIVER A,719350-99999
YELLOWKNIFE,719360-99999
KUGLUKTUK,719380-99999
CAPE YOUNG AIRPORT,719390-26114
GRANDE PRAIRIE,719400-99999
FORT ST JOHN,719430-99999
MACKENZIE A,719440-99999
LONG POND,719455-99999
FORT SIMPSON,719460-99999
WRIGLEY,719465-99999
CAPE PARRY,719480-27202
PAULATUK,719485-99999
FARO (AUT)  YT,719490-99999
HOLMAN,719494-99999
TERRACE,719510-99999
BURNS LAKE CAMPBELL,719520-25272
WATSON LAKE,719530-99999
STEWART,719550-99999
FORT MCPHERSON,719574-99999
AKLAVIK,719575-99999
FORT NORMAN AIRPORT,719576-99999
DEASE LAKE,719580-99999
CHETICAMP CS,719590-26394
TUKTOYAKTUK,719595-99999
LIVERPOOL BAY,719600-99999
HANBURY RIVER  NWT,719630-99999
WHITEHORSE INTL,719640-99999
MAYO,719650-99999
DAWSON,719664-99999
OLD CROW,719665-99999
SAINT GERMAIN DE GRANTHAM,719670-99999
BEAVER CREEK ARPT,719675-99999
SHINGLE POINT,719680-99999
RESOLUTION ISLAND,719720-99999
AULVIK NATIONAL PARK,719740-99999
MARGARET LAKE,719770-99999
IVVAVIK NAT. PARK  YT,719780-99999
HENDRICKSON CREEK,719790-99999
RABBIT KETTLE  NWT,719800-99999
NORTH POINT  PEI,719870-99999
BRIER ISLAND,719880-99999
MACMILLAN PASS,719900-99999
LILLOOET,719990-99999
LLANO MUNICIPAL AIRPORT,720110-53983
OAKLAND/TROY AIRPORT,720113-54829
HILTON HEAD AIRPORT,720120-63837
MORS MUNI-J.R. WSBRN FD AP,720137-04867
ALPINE-CASPARIS MUNI ARPT,720151-03049
METROPOLIS MUNICIPAL AIRPORT,720170-63851
MENA INTERMOUNTAIN MUNICIPAL,720172-53996
MONTCELO MUNI/ELLIS FLD AP,720175-53919
MUNISING LAKESHORE,720198-54813
TILLAMOOK AIRPORT,720202-00118
CHEHALIS CENTRALIA AIRPORT,720254-00119
EARLY COUNTY AIRPORT,720257-63835
ISEDOR IVERSON AIRPORT,720258-04997
BRIDGEPORT MUNICIPAL ARPT,720261-53976
THOMAS C RUSSELL FLD ARPT,720265-63833
WARSAW MUNICIPAL AIRPORT,720266-54809
AUBURN MUNICIPAL AIRPORT,720267-23224
DCATR CO INDUS AIRPK ARPT,720268-53882
BROOKS COUNTY AIRPORT,720269-12982
BIG SRNG MCMHN-WRKLE ARPT,720271-03044
SKAGIT REGIONAL AIRPORT,720272-94282
BAY CITY MUNICIPAL AIRPORT,720273-12981
COLUMBUS CO MUNICIPAL ARPT,720274-93799
TOLEDO SUBURBAN AIRPORT,720275-04872
EDINBURG INTL AIRPORT,720276-12983
SHELBY MUNICIPAL AIRPORT,720277-63843
EMPORIA-GRENVLE RGNL ARPT,720278-03704
CURTIS L BROWN JR FLD ARPT,720279-03705
FIRST FLIGHT AIRPORT,720282-03736
FILLMORE COUNTY AIRPORT,720283-04927
FITCH H BEACH AIRPORT,720284-04877
MIDDLE PENINSULA REGIONAL AIR,720285-03734
GRANBURY MUNICIPAL ARPT,720286-53977
GRAYSON COUNTY AIRPORT,720287-53967
HENDERSON-OXFORD AIRPORT,720288-03711
THOMSON-MCDUFFIE CO ARPT,720289-63836
MESQUITE METROPOLITAN ARPT,720291-53970
INDEPENDENCE MUNICIPAL APT,720293-04989
HILLSBORO MUNICIPAL ARPT,720295-53972
JASPER COUNTY-BELL FLD APT,720296-53945
WILLIAMSBURG-JAMESTOWN APT,720297-03730
CHEROKEE COUNTY AIRPORT,722109-00355
MID-WAY REGIONAL AIRPORT,720299-53966
PLANTATION AIRPARK,720301-63846
HEARNE MUNICIPAL AIRPORT,720303-53973
WINGS FIELD AIRPORT,720304-64752
DECATUR MUNICIPAL AIRPORT,720305-53964
LEE'S SUMMIT MUNICIPAL APT,720306-53879
MADISON CO EXECUTIVE ARPT,720307-63804
MILLARD AIRPORT,720308-04992
MOUNT PLEASANT MUNI ARPT,725424-04885
MOUNT PLEASANT RGNL ARPT,720311-53962
PELLA MUNICIPAL AIRPORT,720312-04964
PERRY LEFORS FIELD AIRPORT,720313-03052
PERRYTON OCHILTREE CO ARPT,720315-03045
NUECES COUNTY ARIPORT,720316-12984
STAFFORD REGIONAL AIRPORT,720317-03735
GRAHAM MUNICIPAL AIRPORT,720318-53965
ROBINSON MUNICIPAL AIRPORT,720319-63841
CLEBURNE MUNICIPAL AIRPORT,720320-53981
CHEBOYGAN COUNTY AIRPORT,720321-04893
SANDPOINT AIRPORT,720322-04129
GILLESPIE CO,720323-93947
QUAKERTOWN AIRPORT,720324-64753
VINTON VETERANS MEMORIAL AIRP,720326-04981
MENOMONIE MUNICIPAL AIRPORT-S,720327-04995
UPSHUR COUNTY RGNL AIRPORT,720328-63832
MOUNT CARMEL MUNICIPAL AIRPOR,720330-63853
CORONA MUNICIPAL AIRPORT,720333-53175
GAITHERSBURG MONTGOMERY COUNT,720334-93764
RYAN FIELD AIRPORT,720339-00121
FRANKFORT DOW MEMORIAL FIELD,720340-54818
WATONGA AIRPORT,720342-53947
WAUPACA MUNICIPAL AIRPORT,720343-54852
CHEROKEE MUNICIPAL AIRPORT/,720344-54920
RALPH WENZ FIELD AIRPORT,720345-94086
ALLEN PARISH AIRPORT,720346-53991
GREENE COUNTY REGIONAL AIRPOR,720347-63877
BALDWIN COUNTY AIRPORT,720348-63886
OSKALOOSA MUNICIPAL AIRPORT,720351-54919
MIDDLESBORO-BELL COUNTY AIRPO,720353-63875
ALTUS/QUARTZ MOUNTAIN REGIONA,720354-63901
GREATER CUMBERLAND REGIONAL A,720355-03732
CLINTON REGIONAL AIRPORT,720356-13999
CUSHING MUNICIPAL AIRPORT,720357-53993
EL RENO REGIONAL AIRPORT,720358-53999
FLORALA MUNI,720361-63870
MAC CRENSHAW MEMORIAL AIRPORT,720362-63874
WEEDON FIELD AIRPORT,720363-63872
PAYNESVILLE MUNICIPAL AP,720367-54927
SLAYTON MUNICIPAL AIRPORT,720368-54924
DRIGGS-REED MEMORIAL AIRPORT,720369-04135
HREE RIVERS MUNICIPAL DR HAIN,720371-54850
PLANT CITY MUNICIPAL AIRPORT,720373-92824
PETER O KNIGHT AIRPORT,720374-92825
DRUMMOND ISLAND AIRPORT,720375-54844
THE ALBERTVILLE MUNI ARPT-THO,720376-63880
NEWPORT MUNICIPAL AIRPORT,720377-13917
NEW CASTLE MUNICIPAL AIRPORT,720378-00122
WAYNE COUNTY AIRPORT,725216-04842
JACK EDWARDS AIRPORT,720381-63885
ST MICHAEL AIRPORT,720382-00123
WILLMAR MUNICIPAL AIRPORT JOH,720386-00125
PIERCE COUNTY AIRPORT THUN FI,720388-00469
BEEVILLE MUNICIPAL AIRPORT,720391-00127
HOMERVILLE AIRPORT,720392-00128
HEREFORD MUNICIPAL AIRPORT,720393-00129
PLEASANTON MUNICIPAL AIRPORT,720395-00130
OHIO UNIVERSITY AIRPORT SNYDE,720397-00131
CLINTON MUNICIPAL AIRPORT,725473-94979
KICKAPOO DOWNTOWN AIRPORT,720404-00134
BLAIR MUNICIPAL AIRPORT,720405-00436
CHESTER COUNTY GO CARLSON AIR,720408-00136
ANGEL FIRE AIRPORT,720411-00137
KNOX COUNTY AIRPORT,720414-00139
FREMONT MUNICIPAL AIRPORT,725564-04924
STUART POWELL FIELD AIRPORT,720448-00144
CALEDONIA COUNTY AIRPORT,720492-00151
NEWPORT AP,720493-54758
FRANKLIN COUNTY STATE AIRPORT,720494-00152
TAPPAHANNOCK ESSEX COUNTY AIR,720501-00155
OXFORD UNIV,720541-53806
LAGO VISTA RUSTY ALLEN AIRPOR,720542-00166
DE KALB COUNTY AIRPORT,720543-00167
CHESTER AIRPORT,720545-00169
STEPHENS COUNTY AIRPORT,720578-00176
ZAPATA COUNTY AIRPORT,720584-00181
PLATTEVILLE MUNICIPAL AIRPORT,720586-00183
ABBEVILLE CHRIS CRUSTA MEMORI,720587-00184
H L SONNY CALLAHAN AIRPORT,720592-00186
LAURENS COUNTY AIRPORT,720597-00190
CHESTER CATAWBA REGIONAL AIRP,720599-00192
AIKEN MUNICIPAL AIRPORT,720601-00193
WILLIAMSBURG REGIONAL AIRPORT,720604-00196
LANCASTER COUNTY MC WHIRTER F,720607-00199
MARION COUNTY AIRPORT,720608-00200
SUMTER AIRPORT,720611-00202
BEAUFORT COUNTY AIRPORT,720612-00203
BRANSON AIRPORT,720616-00207
HOUSTON EXECUTIVE AIRPORT,720617-00208
STANTON AIRFIELD,722003-54930
HARRY STERN AIRPORT,722004-54922
QUENTIN AANENSON FIELD AIRPOR,722006-54926
TUSCOLA AREA AIRPORT,722007-54828
MUSTANG BEACH AIRPORT,722008-12995
KISSIMMEE GATEWAY AIRPORT,722011-92813
HERNANDO COUNTY AIRPORT,722014-12818
KEY WEST NAS,722015-12850
THE FL KEYS MARATHON ARPT,722016-12896
MIAMI INTERNATIONAL AIRPORT,722020-12839
VANDENBERG AIRPORT,722021-92816
BOCA RATON AIRPORT,722022-12803
OPA LOCKA,722024-99999
FORT LAUDERDALE HOL,722025-12849
HOMESTEAD AFB AIRPORT,722026-12826
KENDALL TAMIAMI EXEC,722029-99999
PALM BEACH INTERNATIONAL AIRP,722030-12844
FOLSOM FIELD AP,722031-63839
WASECA MUNICIPAL AIRPORT,722032-54916
GRANITE FALLS MUNI ARPT/LENZE,722033-04999
CHARLOTTE COUNTY AIRPORT,722034-12812
NORTH PERRY AIRPORT,722037-92809
NAPLES MUNI,722038-99999
FT LAUDER EXECUTIVE ARPT,722039-12885
MELBOURNE INTL AP,722040-12838
SOUTH LAFOURCHE AIRPORT,722041-12993
WOOD COUNTY AIRPORT MINEOLA,722042-53978
ADA MUNICIPAL AIRPORT,722044-53930
VERO BEACH MUNI,722045-12843
SPACE COAST RGNL,722046-99999
POMPANO BEACH AIRPARK ARPT,722049-92805
ORLANDO INTERNATIONAL AIRPORT,722050-12815
ATOKA MUNI,722051-12841
ALVA REGIONAL AIRPORT,722052-53933
WEST MEMPHIS MUNICIPAL APT,722054-53959
OCALA INTL J TAYLOR,722055-99999
ORLANDO SANFORD AIRPORT,722057-12854
BURLINGTON MUNICIPAL ARPT,722059-04866
JACKSONVILLE INTERNATIONAL AI,722060-13889
COPPER MOUNTAIN,722061-03038
DOUGLAS MUNICIPAL AIRPORT,722062-63842
JACKSONVILLE NAS,722065-93837
MAYPORT NAF,722066-03853
JACKSONVILLE/CRAIG,722068-99999
DESTIN-FT.WALTON BEACH APT,722069-53853
SAVANNAH/HILTON HEAD INTL AIR,722070-03822
CHICKASHA MUNICIPAL ARPT,722071-53935
SAMPSON COUNTY AIRPORT,722073-03727
CARMI MINICIPAL AIRPORT,722074-63840
DE KALB TAYLOR MUNI ARPT,722075-04871
VERMILION COUNTY AIRPORT,722076-94891
HALLIBURTON FIELD AIRPORT,722078-53938
DAVIDSON COUNTY AIRPORT,722079-53888
CHARLESTON AFB/INTERNATIONAL,722080-13880
FREDERICK MUNICIPAL ARPT,722081-13730
ALBERTUS AIRPORT,722082-04876
BEAUFORT MCAS,722085-93831
GALESBURG MUNICIPAL ARPT,722089-94959
FT STEWART/WRIGHT,722090-99999
CLAREMORE REGIONAL AIRPORT,722091-53940
GROVE MUNICIPAL AIRPORT,722092-53941
GRAYLING ARMY AIRFIELD,722093-04878
GRAND PRAIRIE MUNICIPAL AIRPO,722094-53984
GUYMON MUNICIPAL AIRPORT,722095-03030
HENDERSON EXECUTIVE ARPT,722096-53127
HARLAN MUNICIPAL AIRPORT,722097-04936
EAST HAMPTON AIRPORT,722098-64761
CHANDLER MUNICIPAL AIRPORT,722749-53128
WOLF CREEK PASS AWOS-3 AIRPOR,722101-03039
ST LUCIE COUNTY INTL ARPT,722103-12895
ALBERT WHITTED AIRPORT,722104-92806
PAGE FIELD AIRPORT,722106-12835
GAINES COUNTY AIRPORT,722107-03056
SW FLORIDA INTN AIRPORT,722108-12894
TAMPA INTERNATIONAL AIRPORT,722110-12842
FOX STEPHENS FIELD - GILMER M,722112-53982
GIDDINGS-LEE COUNTY AIRPORT,722113-53979
BUFFALO MUNICIPAL AIRPORT,722114-54901
SARASOTA BRADENTON,722115-99999
ST PETE-CLWTR INTL AIRPORT,722116-12873
ST PETERSBURG CLEAR,722116-99999
LAKELAND LINDER RGN,722119-99999
CROSS CITY AIRPORT,722120-12833
WINSTON FIELD AIRPORT,722122-03050
BARTOW MUNICIPAL AIRPORT,722123-12809
HEBRON MUNICIPAL AIRPORT,722124-04998
SAGNAW CO H.W. BROWNE ARPT,722125-04829
LANSING MUNICIPAL AP,722126-04879
GREATER KANKAKEE AIRPORT,722127-04880
LICONTN-LINCOLN CO RGNL AP,722128-53899
MOORHEAD MUNICIPAL AIRPORT,722129-04939
WAYCROSS-WARE CO. AIRPORT,722130-13861
JOHNSTON COUNTY AIRPORT,722131-03713
CONCORD REGIONAL AIRPORT,722132-63801
SALLISAW MUNICIPAL AIRPORT,722133-53946
VIDALIA REGIONAL AIRPORT,722134-63822
ALMA/BACON CO.,722135-13870
MALCOLM MC KINNON AIRPORT,722137-13878
STENNIS INTERNATIONAL AIRPORT,722138-63852
TALLAHASSEE REGIONAL AIRPORT,722140-93805
FRANKLIN COUNTY AIRPORT,722141-03731
CHALLIS AIRPORT,722142-04114
LANCASTER AIRPORT,722143-53975
MAPLE LAKE MUNICIPAL ARPT,722144-04945
HARBOR SPRINGS AIRPORT,722145-04884
GAINESVILLE RGNL,722146-12816
MOULTRIE MUNICIPAL AIRPORT,722147-53817
STANLEY COUNTY AIRPORT,722148-63824
ILLINOIS VALLEY RGNL-WALTER D,722149-04899
WESTERLY STATE AIRPORT,722151-14794
WEST WOODWARD AIRPORT,722152-53957
DALTON MUNICIPAL AIRPORT,722154-53885
MONUMENT HILL AWOS-3 ARPT,722155-03040
CARTERSVILLE AIRPORT,722156-53873
MACOMB MUNICIPAL AIRPORT,722157-04949
MID VALLEY AIRPORT,722159-12980
SW GEORGIA REGIONAL ARPT,722160-13869
OKMULGEE MUNICIPAL AIRPORT,722164-53949
OLIVE BRANCH,722165-13815
VALDOSTA REGIONAL AIRPORT,722166-93845
ORANGE CO,722167-99999
OLIVIA REGIONAL AIRPORT,722168-04960
PECOS MUNICIPAL AIRPORT,722169-03058
MIDDLE GEORGIA REGIONAL AIRPO,722170-03813
PONTIAC MUNICIPAL AIRPORT,722171-04889
EDGAR COUNTY AIRPORT,722172-63810
PAULS VALLEY MUNI AIRPORT,722173-53951
HALE COUNTY AIRPORT,722174-23097
ROBINS AFB AIRPORT,722175-13860
NEWNAN COWETA COUNTY ARPT,722176-53884
ANDREWS-MURPHY AIRPORT,722177-63811
ROBERT S KERR AIRPORT,722178-53953
NEW RICHMOND MUNICIPAL APT,722179-04968
AUGUSTA REGIONAL AT BUSH FIEL,722180-03820
DANIEL FIELD AIRPORT,722181-13837
ROCHELLE MUNI ARPT-KORITZ FIE,722182-04890
BURNETT COUNTY AIRPORT,722183-04972
LEE GILMER MEMORIAL ARPT,722185-53838
BEAVER ISLAND AIRPORT,722186-04892
SHAWNEE MUNICIPAL AIRPORT,722187-93911
SEARCY MUNICIPAL AIRPORT,722188-53985
WITHAM FIELD AIRPORT,722189-92815
HARTSFIELD-JACKSON ATLANTA IN,722190-13874
BRUNSWICK COUNTY AIRPORT,722191-03721
AVENGER FIELD AIRPORT,722192-23033
PERSON COUNTY AIRPORT,722193-03722
FULTON CO ARPT BROW,722195-99999
DEKALB-PEACHTREE AIRPORT,722196-53863
PCHTRE CTY-FALCON FLD ARPT,722197-53819
BOONE,722198-63819
TAHLEQUAH MUNICIPAL ARPT,722199-53956
APALACHICOLA MUNI AIRPORT,722200-12832
SANFORD-LEE COUNTY RGNL ARPT,722201-03723
GARNER FIELD AIRPORT,722202-12985
MONARCH PASS AWOS-3 ARPT,722203-03041
TRI-TOWNSHIP AIRPORT,722204-04996
ORCAS ISLAND AIRPORT,722208-04224
CALHOUN COUNTY AIRPORT,722209-12986
EGLIN AFB AIRPORT,722210-13858
THOMAS COUNTY AIRPORT,722211-94087
ST AUGUSTINE AIRPORT,722212-92814
LEESBURG REGIONAL AIRPORT,722213-12819
MOORE COUNTY AIRPORT,723143-03720
BOB SIKES AIRPORT,722215-13884
NORTH AF AUX,722216-99999
W H `BUD` BARRON AIRPORT,722217-63881
CAMBRIDGE DORCHESTER AIRPORT,722218-00356
PENSACOLA REGIONAL AIRPORT,722223-13899
PENSACOLA NAS,722225-03855
WHITING FIELD NAVAL AIR STATI,722226-93841
MOBILE REGIONAL AIRPORT,722230-13894
HAMILTON MUNICIPAL AIRPORT,722231-00357
MOBILE DOWNTOWN AIRPORT,722235-13838
HANCHEY ARMY HELIPORT (FORT R,722238-63873
LOWE ARMY HELIPORT (FORT RUCK,722239-53861
WAYNE MUNICIPAL AIRPORT,722241-54925
RICHMOND COUNTY AIRPORT,722243-03738
COLLEGE PARK AP,722244-00358
PANAMA CITY BAY CO,722245-99999
SOMERSET AIRPORT,722247-54785
SOUTHLAND FIELD AIRPORT,722248-00359
HOOK FIELD MUNICIPAL AIRPORT,722249-63887
LAWSON AAF AIRPORT,722250-13829
RUSTON REGIONAL AIRPORT,722251-53958
MYERS FIELD AIRPORT,722252-54923
MOREHOUSE MEMORIAL AIRPORT,722253-53992
COLUMBUS METRO AIRPORT,722255-93842
MARSHFIELD MUNICIPAL AIRPORT,722256-64774
MONTGOMERY RGNL (DANNELLY FD),722260-13895
OKEECHOBEE COUNTY AIRPORT,722261-00360
MAXWELL AFB AIRPORT,722265-13821
CRAIG FLD,722266-13850
TROY MUNICIPAL AIRPORT,722267-03878
DOTHAN RGNL,722268-93843
CAIRNS ARMY AIRFIELD (FORT RU,722269-03850
DOBBINS AIR RESERVE BASE AIRP,722270-13864
ANDALUSIA OPP,722275-99999
MIDDLETON FIELD AIRPORT,722276-53820
PRYOR FIELD REGIONAL ARPT,722279-53852
BIRMINGHAM INTERNATIONAL AIRP,722280-13876
ABRN-OPLKA R G PITTS ARPT,722284-03892
GADSDEN MUNICIPAL AIRPORT,722285-03896
TUSCALOOSA MUNICIPAL ARPT,722286-93806
ANNISTON METROPOLITAN ARPT,722287-13871
PLATTSMOUTH MUNICIPAL AIRPORT,722291-00470
SHELBY COUNTY AIRPORT,722300-53864
LOUIS ARMSTRONG NEW ORLEANS I,722310-12916
HAMMOND MUNICIPAL AIRPORT,722312-03908
NEW IBERIA/ACADIANA,722314-03934
ACADIANA REGIONAL AIRPORT,722314-53915
LAKEFRONT AIRPORT,722315-53917
NEW ORLEANS NAS,722316-12958
BATON ROUGE METRO R,722320-12884
NATCHITOCHES REGIONAL ARPT,722319-53943
GLASGOW MUNICIPAL AIRPORT,722322-00361
GATESVILLE MUNICIPAL AIRPORT,722323-00362
MIDLAND AIRPARK,722324-03071
HARRY P WILLIAMS MEMO ARPT,722329-12936
SLIDELL AIRPORT,722330-53865
IOWA FALLS MUNICIPAL AIRPORT,722331-54941
TOMAHAWK REGIONAL AIRPORT,722332-54953
SAGUACHE MUNICIPAL AIRPORT,722333-03069
BEAUREGARD REGIONAL AIRPORT,722334-03976
BOOTHVILLE,722336-99999
JIM HOGG COUNTY AIRPORT,722338-12994
KEY FIELD AIRPORT,722340-13865
ORMOND BEACH MUNICIPAL AIRPOR,722341-92822
TRACY MUNICIPAL AIRPORT,722342-54931
SOUTH HAVEN AREA REGIONAL AIR,722343-54826
MERIDIAN NAS/MC CAIN FD AP,722345-03866
OWOSSO COMMUNITY AIRPORT,722346-54824
HATTIESBURG LAUREL,722348-99999
JACKSON INTERNATIONAL AIRPORT,722350-03940
WHARTON REGIONAL AIRPORT,722351-12953
HAWKINS FIELD AIRPORT,722354-13927
MID DELTA RGNL,722356-13939
NATCHEZ/HARDY(AWOS),722357-99999
MCOM/PIKE CO/J E LWS FD AP,722358-93919
GREENWOOD LEFLORE,722359-13978
NEW SMYRNA BEACH MUNICIPAL AI,722361-92808
SULPHUR SPRINGS MUNICIPAL AIR,722362-93937
EDWARDS COUNTY AIRPORT,722363-23098
TUNICA MUNICIPAL AIRPORT,722364-23903
SKYHAVEN AIRPORT,726056-54791
THOMAS P STAFFORD AIRPORT,722368-00364
POLK ARMY AIRFIELD,722390-03931
LAKE CHARLES REGIONAL AIRPORT,722400-03937
SALT POINT,722403-12968
CHENNAULT INTERNATIONAL AP,722404-13941
LAFAYETTE REGIONAL AIRPORT,722405-13976
HOUMA-TERREBONNE,722406-99999
SOUTHEAST TEXAS REGIONAL AIRP,722410-12917
NEW BRAUNFELS MUNICIPAL AP,722416-12971
SCHOLES INTL AT GLSTON APT,722420-12923
CLOVER FIELD AIRPORT,722427-12975
HOOKS MEMORIAL AIRPT,722429-53910
G BUSH INTERCONTINENTAL AP/HO,722430-12960
WILLIAM P HOBBY,722435-99999
ELLINGTON FIELD AIRPORT,722436-12906
MONTGOMERY COUNTY AIRPORT,722444-53902
EASTERWOOD FLD,722445-03904
ANGELINA COUNTY AIRPORT,722446-93987
LONGVIEW,722447-03901
HUNTSVILLE MUNICIPAL ARPT,722447-53903
